0,17.898,17.71956217,18.46484879,17.33115121,9.145577948
1,16.369,16.71956217,16.89280368,15.84519632,8.451085078
2,16.41,16.71956217,16.91499544,15.90500456,8.147631558
3,17.17,17.04016839,17.7135356,16.6264644,8.769441259
4,17.054,16.71956217,17.62755737,16.48044263,9.253814565
5,16.995,17.04016839,17.57835927,16.41164073,9.411959148
6,16.669,17.04016839,17.166969,16.171031,8.03426655
7,17.97,17.71956217,18.50579066,17.43420934,8.64448379
8,16.662,16.71956217,17.18537416,16.13862584,8.444155138
9,17.6,17.04016839,18.1371902,17.0628098,8.667064094
10,7.188,7.272727273,7.382254254,6.993745746,3.134111676
11,14.052,13.82016188,14.57071279,13.53328721,8.368948321
12,7.223,7.272727273,7.428204334,7.017795666,3.310781026
13,14.24,13.82016188,14.77637576,13.70362424,8.653923966
14,3.888,4,4.009700944,3.766299056,1.963531512
15,13.281,13.39895595,13.79458747,12.76741253,8.28625603
16,16.607,16.71956217,17.11890364,16.09509636,8.259088993
17,7.276,7.272727273,7.484699269,7.067300731,3.367168544
18,16.857,17.04016839,17.37444947,16.33955053,8.348565805
19,13.336,13.82016188,13.80279738,12.86920262,7.531341448
20,7.361,7.272727273,7.575981526,7.146018474,3.468526921
21,4.074,4,4.200636691,3.947363309,2.043165192
22,13.946,13.82016188,14.48164001,13.41035999,8.642053228
23,12.946,13.39895595,13.42524739,12.46675261,7.732210809
24,17.197,17.04016839,17.76262283,16.63137717,9.125798102
25,13.921,13.82016188,14.43579302,13.40620698,8.305706412
26,13.864,13.82016188,14.35556356,13.37243644,7.930920754
27,17.92,17.83757704,18.46995938,17.37004062,8.873082892
28,3.945,4,4.06256692,3.82743308,1.896832887
29,6.631,6.545454546,6.879548086,6.382451914,4.010092144
30,6.539,6.545454546,6.771344579,6.306655421,3.748663629
31,13.164,13.39895595,13.65734841,12.67065159,7.959717583
32,16.795,16.71956217,17.34360038,16.24639962,8.851156704
33,7.491,7.272727273,7.717784104,7.264215896,3.658950533
34,7.313,7.272727273,7.522408651,7.103591349,3.378613769
35,4.104,4,4.248099115,3.959900885,2.324905159
36,16.948,17.04016839,17.47460679,16.42139321,8.496310729
37,13.664,13.82016188,14.17007148,13.15792852,8.16499259
38,14,13.82016188,14.50921539,13.49078461,8.215716646
39,13.571,13.39895595,14.08839901,13.05360099,8.347751733
40,17.138,17.04016839,17.6923681,16.5836319,8.944213548
41,14.054,13.82016188,14.59141572,13.51658428,8.670702624
42,4.014,4,4.136461641,3.891538359,1.975804646
43,6.567,6.545454546,6.812849254,6.321150746,3.966549004
44,13.895,13.82016188,14.3902869,13.3997131,7.990993368
45,17.765,17.83757704,18.32036791,17.20963209,8.96034458
46,6.547,6.545454546,6.787224296,6.306775704,3.875795531
47,13.644,13.39895595,14.1645904,13.1234096,8.399241871
48,17.352,17.04016839,17.9259491,16.7780509,9.260134772
49,3.888,4,4.004475068,3.771524932,1.879216858
50,13.689,13.82016188,14.19405012,13.18394988,8.148513914
51,6.407,6.545454546,6.642406942,6.171593058,3.798072011
52,13.712,13.82016188,14.20443632,13.21956368,7.945001951
53,6.614,6.545454546,6.857663586,6.370336414,3.931285286
54,17.855,17.83757704,18.41321122,17.29678878,9.006218685
55,13.306,13.39895595,13.80769248,12.80430752,8.09434148
56,17.748,17.71956217,18.28525633,17.21074367,8.668131056
57,13.331,13.39895595,13.82329738,12.83870262,7.942760163
58,13.782,13.39895595,14.28836506,13.27563494,8.169729249
59,13.006,13.39895595,13.49745594,12.51454406,7.929184321
60,13.188,13.39895595,13.66322081,12.71277919,7.667245659
61,13.87,13.39895595,14.40065385,13.33934615,8.561606158
62,13.763,13.39895595,14.26650577,13.25949423,8.123597171
63,17.814,17.71956217,18.32048996,17.30751004,8.171744245
64,16.7,16.71956217,17.22636857,16.17363143,8.492467251
65,17.439,17.04016839,18.03682339,16.84117661,9.645324204
66,7.366,7.272727273,7.575381251,7.156618749,3.378171695
67,14.086,13.82016188,14.62357124,13.54842876,8.673211862
68,7.143,7.272727273,7.338593378,6.947406622,3.155717193
69,13.562,13.82016188,14.0406421,13.0833579,7.72244495
70,4.143,4,4.272872017,4.013127983,2.095364169
71,13.561,13.39895595,14.06585232,13.05614768,8.145322523
72,17.485,17.04016839,18.06667363,16.90332637,9.384762917
73,17.542,17.71956217,18.05871279,17.02528721,8.336680155
74,3.978,4,4.098751208,3.857248792,1.948208408
75,13.594,13.39895595,14.09884808,13.08915192,8.145254078
76,3.96,4,4.083283844,3.836716156,1.989070135
77,13.284,13.39895595,13.76501668,12.80298332,7.760756664
78,0,0,0,0,0
79,17.722,17.83757704,18.28292555,17.16107445,9.050011934
80,7.35,7.272727273,7.563896085,7.136103915,3.451014344
81,4.014,4,4.138144054,3.889855946,2.002948826
82,3.924,4,4.04293541,3.80506459,1.918912192
83,6.522,6.545454546,6.752293878,6.291706122,3.715577479
84,0,0,0,0,0
85,0,0,0,0,0
86,0,0,0,0,0
87,6.61,6.545454546,6.851834932,6.368165068,3.901781644
88,13.796,13.82016188,14.31520538,13.27679462,8.376895845
89,13.695,13.39895595,14.22285524,13.16714476,8.516453194
90,6.684,6.545454546,6.924195133,6.443804867,3.875325019
91,14.044,13.39895595,14.6294926,13.4585074,9.446378354
92,0,0,0,0,0
93,6.609,6.545454546,6.84044703,6.37755297,3.734182508
94,0,0,0,0,0
95,14.251,13.82016188,14.79607737,13.70592263,8.79431629
96,7.457,7.272727273,7.682631255,7.231368745,3.640350395
97,4.032,4,4.16158218,3.90241782,2.090687925
98,0,0,0,0,0
99,0,0,0,0,0
100,3.9,4,4.017010523,3.782989477,1.887855927
101,6.459,6.545454546,6.695489404,6.222510596,3.815536529
102,0,0,0,0,0
103,6.693,6.545454546,6.931884933,6.454115067,3.854186166
104,14.214,13.82016188,14.78060683,13.64739317,9.141674026
105,13.585,13.39895595,14.06275286,13.10724714,7.708098014
106,0,0,0,0,0
107,6.585,6.545454546,6.832742566,6.337257434,3.997095821
108,6.666,6.545454546,6.9132899,6.4187101,3.989792476
109,13.754,13.39895595,14.29280212,13.21519788,8.693071034
110,0,0,0,0,0
111,14.111,13.82016188,14.6441873,13.5778127,8.602480979
112,4.098,4,4.225752253,3.970247747,2.061163749
113,0,0,0,0,0
114,0,0,0,0,0
115,0,0,0,0,0
116,0,0,0,0,0
117,0,0,0,0,0
118,0,0,0,0,0
119,3.993,4,4.12335033,3.86264967,2.103081311
120,13.327,13.39895595,13.82838498,12.82561502,8.089380137
121,17.813,17.83757704,18.38604458,17.23995542,9.245541142
122,6.168,6.545454546,6.396571432,5.939428568,3.687787413
123,13.786,13.82016188,14.28906066,13.28293934,8.116415711
124,6.555,6.545454546,6.792887607,6.317112393,3.838095231
125,14.121,13.82016188,14.64984548,13.59215452,8.532429842
126,4.182,4,4.32024429,4.04375571,2.230443005
127,17.194,17.04016839,17.74711035,16.64088965,8.923920887
128,16.762,16.71956217,17.33140397,16.19259603,9.186803361
129,7.399,7.272727273,7.606221217,7.191778783,3.343321552
130,16.685,17.04016839,17.17445786,16.19554214,7.896947195
131,13.732,13.82016188,14.22152222,13.24247778,7.897985566
132,7.166,7.272727273,7.365885832,6.966114168,3.224971938
133,4.008,4,4.132886549,3.883113451,2.014928287
134,13.804,13.82016188,14.32618308,13.28181692,8.424938219
135,13.494,13.39895595,13.99345771,12.99454229,8.058285426
136,7.18,7.272727273,7.381942786,6.978057214,3.258158989
137,4.02,4,4.143675845,3.896324155,1.995394698
138,3.954,4,4.069953242,3.838046758,1.870797691
139,6.472,6.545454546,6.699707938,6.244292062,3.67385574
140,0,0,0,0,0
141,0,0,0,0,0
142,0,0,0,0,0
143,6.571,6.545454546,6.81916231,6.32283769,4.003868005
144,16.765,17.04016839,17.31226406,16.21773594,8.829596537
145,3.942,4,4.061554152,3.822445848,1.928895021
146,17.664,17.71956217,18.15036879,17.17763121,7.847108002
147,13.859,13.39895595,14.37158823,13.34641177,8.270134159
148,3.882,4,3.997158565,3.766841435,1.857976319
149,0,0,0,0,0
150,13.448,13.39895595,13.94295063,12.95304937,7.985567982
151,17.447,17.83757704,17.9575083,16.9364917,8.236576413
152,13.741,13.82016188,14.25876626,13.22323374,8.353676975
153,6.562,6.545454546,6.796743498,6.327256502,3.787367952
154,13.749,13.39895595,14.28773266,13.21026734,8.691950242
155,12.732,13.39895595,13.21807279,12.24592721,7.842332306
156,0,0,0,0,0
157,0,0,0,0,0
158,6.49,6.545454546,6.731691923,6.248308077,3.899474324
159,13.86,13.82016188,14.37926463,13.34073537,8.377851753
160,7.312,7.272727273,7.534894799,7.089105201,3.596200217
161,0,0,0,0,0
162,3.996,4,4.119588592,3.872411408,1.993986961
163,0,0,0,0,0
